indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,time_detail,sex,sex_desc,age,age_desc,urbanization,urbanization_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,2014,2013-2014,F,Female,Y_GE15,15 years old and over,R,Rural,4.8999999967,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Hellenic Statistical Authority (ELSTAT) based on Time use survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,2010,2009-2010,F,Female,Y_GE15,15 years old and over,R,Rural,4.395431255436716,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Hungarian Central Statistical Office based on Time use survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2003,2002-2003,F,Female,Y_GE15,15 years old and over,R,Rural,5.26,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Includes ""Making, processing food products, beverages and tobacco for own final use""; Excludes ""domestic work"" for non-cohabiting family members ; Excludes ""care work"" for non-cohabiting family members ",2002-2003 National Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2009,2008-2009,F,Female,Y_GE15,15 years old and over,R,Rural,5.08,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Includes ""Making, processing food products, beverages and tobacco for own final use""; Excludes ""domestic work"" for non-cohabiting family members ; Excludes ""care work"" for non-cohabiting family members other then Care of own children living in another household (included)",2008-2009 National Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2014,2013-2014,F,Female,Y_GE15,15 years old and over,R,Rural,5.05,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Includes ""Making, processing food products, beverages and tobacco for own final use""; Excludes ""domestic work"" for non-cohabiting family members ; Excludes ""care work"" for non-cohabiting family members other then Care of own children living in another household (included)",2013-2014 National Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,2018,2018,F,Female,Y_GE15,15 years old and over,R,Rural,4.783333333333332,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,The Agency of the Republic of Kazakhstan on Statistics based on The time use budget of population,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2014,2014,F,Female,Y_GE15,15 years old and over,R,Rural,3.632999999999999,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Statistics Korea based on Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2019,2019,F,Female,Y_GE15,15 years old and over,R,Rural,3.233333333333333,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,2019 Time use survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",418,Lao People's Democratic Republic,LAO,101.9901968,20.27482773,Eastern and South-Eastern Asia,2017,2017,F,Female,Y_GE15,15 years old and over,R,Rural,3.31241802141948,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Questions OPW12, OPW13 and OPW14 were considered in calculation.",Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",430,Liberia,LBR,-9.311879038,6.448381009,Sub-Saharan Africa,2010,2010,F,Female,Y_GE15,15 years old and over,R,Rural,1.416770186335404,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,2009,F,Female,Y_GE15,15 years old and over,R,Rural,8.465601022701806,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,INEGI based on National time use survey 2009 ,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2014,2014,F,Female,Y_GE15,15 years old and over,R,Rural,7.137235454304341,HR_PER_DAY,Hours per day,C,Country Data,G,Global,localidades menores a 2 500 habitantes,"INEGI, Encuesta Nacional de Uso del Tiempo (ENUT)",2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2019,2019,F,Female,Y_GE15,15 years old and over,R,Rural,7.363430957238194,HR_PER_DAY,Hours per day,C,Country Data,G,Global,localidades menores a 2 500 habitantes,"INEGI, Encuesta Nacional de Uso del Tiempo (ENUT)",2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,2019,2019,F,Female,Y_GE15,15 years old and over,R,Rural,4.579554016952152,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,National Statistical Office based on Time use survey 2019,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",498,Republic of Moldova,MDA,28.4650624,47.20236795,Europe and Northern America,2012,2011-2012,F,Female,Y_GE15,15 years old and over,R,Rural,5.557546152799655,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic and care work is not included.,"National Bureau of Statistics, Republic of Moldova based on Time use survey",2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,2008,2007-2008,F,Female,Y_GE15,15 years old and over,R,Rural,4.766666666666667,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,National Center for Statistics and Information (NCSI) based on Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,2011,2010-2011,F,Female,Y_GE15,15 years old and over,R,Rural,4.066,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Statistics Norway based on Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,2016,2016,F,Female,Y_GE15,15 years old and over,R,Rural,3.797689946795034,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,"Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016",2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,2010,2010,F,Female,Y_GE15,15 years old and over,R,Rural,6.609969646125482,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Instituto Nacional de Estadística e Informática based on National Survey of Time Use 2010,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",616,Poland,POL,19.40660158,52.1226733,Europe and Northern America,2013,2013,F,Female,Y_GE15,15 years old and over,R,Rural,4.716,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Travel related to unpaid domestic and care work is not included.,Statistics Poland based on Time Use Survey ,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,2015,2015,F,Female,Y_GE15,15 years old and over,R,Rural,5.071074193968625,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use and on volunteer work.,Statistical Office of the Republic of Serbia based on Time Use Survey in Serbia,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",688,Serbia,SRB,20.805876,44.03145697,Europe and Northern America,2011,2010-2011,F,Female,Y_GE15,15 years old and over,R,Rural,5.2762365672497,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Statistical Office of the Republic of Serbia based on Time Use Survey in Serbia,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2010,2010,F,Female,Y_GE15,15 years old and over,R,Rural,4.412,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2013,2013,F,Female,Y_GE15,15 years old and over,R,Rural,4.276,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2016,2016,F,Female,Y_GE15,15 years old and over,R,Rural,4.109,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,2020,2020,F,Female,Y_GE15,15 years old and over,R,Rural,4.509,HR_PER_DAY,Hours per day,C,Country Data,G,Global,unpaid domestic services for family members not living in the same household is excluded; unpaid caregiving services for family members not living in the same household is excluded,"2020 LFS, unpaid work module",2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",792,Türkiye,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,2006,2006,F,Female,Y_GE15,15 years old and over,R,Rural,5.550314673099999,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic and care work is not included.,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2006,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",800,Uganda,UGA,32.39100438,1.279557331,Sub-Saharan Africa,2018,2017-2018,F,Female,Y_GE15,15 years old and over,R,Rural,3.4,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Time Use Survey-Uganda,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",40,Austria,AUT,14.14172472,47.58704857,Europe and Northern America,2009,2008-2009,M,Male,Y_GE15,15 years old and over,R,Rural,2.444064302055029,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Statistics Austria based on Time Use Survey 2008/09,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",51,Armenia,ARM,44.93839317,40.29499741,Northern Africa and Western Asia,2008,2008,M,Male,Y_GE15,15 years old and over,R,Rural,1.471,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Unpaid domestic work might include small amount of time spent on production of goods for own final use. ""Help to others"" has been included under unpaid care work as it might include both household and family members and non-household and -family members",National Statistical Service Republic of Armenia based on Time Use Sample Survey in the Republic of Armenia,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,2014,M,Male,Y_GE15,15 years old and over,R,Rural,1.05577433494017,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,"INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4",2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,2015,2015,M,Male,Y_GE15,15 years old and over,R,Rural,2.9,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,General Social Survey 2015 - Cycle 29 - Time Use,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,2017,2016-2017,M,Male,Y_GE15,15 years old and over,R,Rural,0.8294472222222222,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Include ""Time spent on transfers related to unpaid domestic and care work activities""",DANE based on National Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,2013,2012-2013,M,Male,Y_GE15,15 years old and over,R,Rural,0.2441777777777777,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Include ""Time spent on transfers related to unpaid domestic and care work activities""",DANE based on National Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,2017,2017,M,Male,Y_GE15,15 years old and over,R,Rural,1.979474165625387,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,INEC based on National time use survey 2017,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",242,Fiji,FJI,177.9660884,-17.83301566,"Oceania, exc. Australia and New Zealand",2016,2015-2016,M,Male,Y_GE15,15 years old and over,R,Rural,1.316656204515828,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,2000,1999-2000,M,Male,Y_GE15,15 years old and over,R,Rural,2.593,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Statistics Finland  based on Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,2010,2009-2010,M,Male,Y_GE15,15 years old and over,R,Rural,2.786,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Statistics Finland  based on Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,2021,2020-2021,M,Male,Y_GE15,15 years old and over,R,Rural,0.8682154003454522,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,2020-2021 Georgia Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2000,1999-2000,M,Male,Y_GE15,15 years old and over,R,Rural,0.7666666666666668,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",275,State of Palestine,PSE,35.25694122,31.94347933,Northern Africa and Western Asia,2013,2012-2013,M,Male,Y_GE15,15 years old and over,R,Rural,0.6333333333333334,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",276,Germany,DEU,10.3806066,51.08862743,Europe and Northern America,2013,2012-2013,M,Male,Y_GE15,15 years old and over,R,Rural,2.519,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Unpaid domestic work includes ""Other activities in the fields of housekeeping and family care"" and ""travel related to other activities in regard to housekeeping and care of family members"" which are overlapping categories and (might) include a certain amount of time belonging to both categories (unpaid domestic work and unpaid care work as well).",Federal Statistical Office  based on Time Use Survey in Germany,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",300,Greece,GRC,22.58307827,39.47301873,Europe and Northern America,2014,2013-2014,M,Male,Y_GE15,15 years old and over,R,Rural,2.03333333,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Hellenic Statistical Authority (ELSTAT) based on Time use survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,2010,2009-2010,M,Male,Y_GE15,15 years old and over,R,Rural,1.953619621996888,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Hungarian Central Statistical Office based on Time use survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2003,2002-2003,M,Male,Y_GE15,15 years old and over,R,Rural,1.51,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Includes ""Making, processing food products, beverages and tobacco for own final use""; Excludes ""domestic work"" for non-cohabiting family members ; Excludes ""care work"" for non-cohabiting family members ",2002-2003 National Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2009,2008-2009,M,Male,Y_GE15,15 years old and over,R,Rural,1.56,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Includes ""Making, processing food products, beverages and tobacco for own final use""; Excludes ""domestic work"" for non-cohabiting family members ; Excludes ""care work"" for non-cohabiting family members other then Care of own children living in another household (included)",2008-2009 National Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2014,2013-2014,M,Male,Y_GE15,15 years old and over,R,Rural,1.75,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Includes ""Making, processing food products, beverages and tobacco for own final use""; Excludes ""domestic work"" for non-cohabiting family members ; Excludes ""care work"" for non-cohabiting family members other then Care of own children living in another household (included)",2013-2014 National Time Use Survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,2018,2018,M,Male,Y_GE15,15 years old and over,R,Rural,1.583333333333333,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,The Agency of the Republic of Kazakhstan on Statistics based on The time use budget of population,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2014,2014,M,Male,Y_GE15,15 years old and over,R,Rural,0.9829999999999999,HR_PER_DAY,Hours per day,C,Country Data,G,Global,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,Statistics Korea based on Time Use Survey,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",410,Republic of Korea,KOR,127.8610254,36.45201023,Eastern and South-Eastern Asia,2019,2019,M,Male,Y_GE15,15 years old and over,R,Rural,1.016666666666667,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,2019 Time use survey,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",418,Lao People's Democratic Republic,LAO,101.9901968,20.27482773,Eastern and South-Eastern Asia,2017,2017,M,Male,Y_GE15,15 years old and over,R,Rural,2.505057277042476,HR_PER_DAY,Hours per day,C,Country Data,G,Global,"Questions OPW12, OPW13 and OPW14 were considered in calculation.",Lao Statistics Bureau based on Labor force survey in Lao PDR- 2017,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",430,Liberia,LBR,-9.311879038,6.448381009,Sub-Saharan Africa,2010,2010,M,Male,Y_GE15,15 years old and over,R,Rural,0.6509858180560361,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ,2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,2009,M,Male,Y_GE15,15 years old and over,R,Rural,2.179493995937213,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,INEGI based on National time use survey 2009 ,2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2014,2014,M,Male,Y_GE15,15 years old and over,R,Rural,2.059554682928917,HR_PER_DAY,Hours per day,C,Country Data,G,Global,localidades menores a 2 500 habitantes,"INEGI, Encuesta Nacional de Uso del Tiempo (ENUT)",2022,"sex, age, urbanization",
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2019,2019,M,Male,Y_GE15,15 years old and over,R,Rural,2.389897828659211,HR_PER_DAY,Hours per day,C,Country Data,G,Global,localidades menores a 2 500 habitantes,"INEGI, Encuesta Nacional de Uso del Tiempo (ENUT)",2022,"sex, age, urbanization",1
I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,2019,2019,M,Male,Y_GE15,15 years old and over,R,Rural,1.386628849822516,HR_PER_DAY,Hours per day,C,Country Data,G,Global,,National Statistical Office based on Time use survey 2019,2022,"sex, age, urbanization",1
