Descricao Area de Referencia,Regiao SDG,Periodo de Tempo,Genero,Idade,Valor Observado,Descricao Unidade de Medida,Ano da Fonte,Ano Mais Recente
Greece,Europe and Northern America,2014,Male,45 to 54 years old,1.866666633,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,45 to 54 years old,2.099609939912414,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Male,45 to 54 years old,1.51,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Male,45 to 54 years old,1.48,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Male,45 to 54 years old,1.76,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,45 to 54 years old,1.633333333333333,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,45 to 54 years old,0.9330000000000002,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,45 to 54 years old,0.9309645435146998,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Male,45 to 54 years old,2.417736893407723,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,45 to 54 years old,2.043663223527945,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Male,45 to 54 years old,2.148130967414252,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,45 to 54 years old,2.501970338130281,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Male,45 to 54 years old,1.282666666666667,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Male,45 to 54 years old,1.328138526733241,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Male,45 to 54 years old,3.224251751231991,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Male,45 to 54 years old,3.016,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Male,45 to 54 years old,1.116132777578595,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Male,45 to 54 years old,2.782074154919274,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Male,45 to 54 years old,2.5,Hours per day,2022,1.0
Romania,Europe and Northern America,2012,Male,45 to 54 years old,2.783333333333333,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Male,45 to 54 years old,2.303102071822539,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Male,45 to 54 years old,2.478752883214094,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Male,45 to 54 years old,2.567,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Male,45 to 54 years old,2.924,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Male,45 to 54 years old,2.846,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Male,45 to 54 years old,2.764,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Male,45 to 54 years old,0.9578810409,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Male,45 to 54 years old,1.6,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Female,45 to 64 years old,6.8,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Male,45 to 64 years old,3.8,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Female,55 to 64 years old,5.459358317290818,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Female,55 to 64 years old,4.219000000000001,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Female,55 to 64 years old,3.259096436792602,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Female,55 to 64 years old,4.0,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Female,55 to 64 years old,5.145116666666666,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Female,55 to 64 years old,0.1440388888888889,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Female,55 to 64 years old,6.109537876537043,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Female,55 to 64 years old,3.479401497320031,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Female,55 to 64 years old,5.075,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Female,55 to 64 years old,5.057,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Female,55 to 64 years old,4.258357219277634,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Female,55 to 64 years old,3.683333333333333,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Female,55 to 64 years old,4.216666666666668,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Female,55 to 64 years old,3.92376,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Female,55 to 64 years old,5.666666660000001,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Female,55 to 64 years old,4.666284819075186,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Female,55 to 64 years old,6.46,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Female,55 to 64 years old,6.14,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Female,55 to 64 years old,5.93,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,55 to 64 years old,4.65,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,55 to 64 years old,3.899999999999999,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,55 to 64 years old,3.378947823960105,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Female,55 to 64 years old,2.867956203375579,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,55 to 64 years old,7.340385281726631,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,55 to 64 years old,6.851132024141049,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,55 to 64 years old,7.699352502863092,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,55 to 64 years old,4.565833333333334,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Female,55 to 64 years old,4.831077767393179,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,55 to 64 years old,6.14899209015229,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Female,55 to 64 years old,4.498999999999999,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Female,55 to 64 years old,3.576841599111455,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,55 to 64 years old,6.314029078020292,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,55 to 64 years old,5.100000000000001,Hours per day,2022,1.0
Romania,Europe and Northern America,2012,Female,55 to 64 years old,6.066666666666667,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Female,55 to 64 years old,5.74753990991247,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Female,55 to 64 years old,5.761874441914038,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Female,55 to 64 years old,4.112,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Female,55 to 64 years old,3.834,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Female,55 to 64 years old,3.663,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Female,55 to 64 years old,4.213,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Female,55 to 64 years old,5.1106497985,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Female,55 to 64 years old,3.1,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Male,55 to 64 years old,2.918185740318902,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Male,55 to 64 years old,1.163,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Male,55 to 64 years old,0.8758949696305187,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Male,55 to 64 years old,1.364886111111111,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Male,55 to 64 years old,0.0700944444444444,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Male,55 to 64 years old,2.264821514912899,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Male,55 to 64 years old,1.307824587191801,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Male,55 to 64 years old,3.132000000000001,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Male,55 to 64 years old,3.359,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Male,55 to 64 years old,1.010693747009625,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Male,55 to 64 years old,0.7166666666666666,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Male,55 to 64 years old,0.7666666666666668,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Male,55 to 64 years old,2.969,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Male,55 to 64 years old,2.28333333,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,55 to 64 years old,2.466939122687772,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Male,55 to 64 years old,2.3,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Male,55 to 64 years old,2.26,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Male,55 to 64 years old,2.06,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,55 to 64 years old,1.683333333333334,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,55 to 64 years old,1.166,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,55 to 64 years old,1.067169923426929,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Male,55 to 64 years old,2.54964376148273,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,55 to 64 years old,2.008133478718236,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Male,55 to 64 years old,2.107226891195706,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,55 to 64 years old,2.331320544097573,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Male,55 to 64 years old,1.456833333333333,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Male,55 to 64 years old,1.697775843649997,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Male,55 to 64 years old,3.310478287309389,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Male,55 to 64 years old,3.450000000000001,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Male,55 to 64 years old,0.8444744289166906,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Male,55 to 64 years old,2.71787223696628,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Male,55 to 64 years old,2.967000000000001,Hours per day,2022,1.0
Romania,Europe and Northern America,2012,Male,55 to 64 years old,3.566666666666666,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Male,55 to 64 years old,2.7693681135733,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Male,55 to 64 years old,2.767321156364086,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Male,55 to 64 years old,2.287,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Male,55 to 64 years old,2.448,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Male,55 to 64 years old,2.501,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Male,55 to 64 years old,2.606,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Male,55 to 64 years old,1.1650694132,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Male,55 to 64 years old,1.8,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Female,65 years old and over,5.110273861220148,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Female,65 years old and over,5.536000000000001,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Female,65 years old and over,2.615026004373825,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Female,65 years old and over,4.1,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Female,65 years old and over,3.822052777777777,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Female,65 years old and over,0.0865027777777777,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Female,65 years old and over,4.850624600583793,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Female,65 years old and over,2.390870093828267,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Female,65 years old and over,4.085999999999999,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Female,65 years old and over,4.913,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Female,65 years old and over,3.298393338659701,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Female,65 years old and over,1.9,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Female,65 years old and over,1.633333333333334,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Female,65 years old and over,4.527,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Female,65 years old and over,5.000000000000001,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Female,65 years old and over,4.179245577647901,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Female,65 years old and over,5.09,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Female,65 years old and over,4.970000000000001,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Female,65 years old and over,5.0,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,65 years old and over,3.283333333333333,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,65 years old and over,3.383000000000001,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,65 years old and over,3.138449893205426,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Female,65 years old and over,2.784673272691927,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,65 years old and over,5.330857971838931,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,65 years old and over,6.002273314850022,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,65 years old and over,5.87604278812587,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,65 years old and over,3.667333333333334,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Female,65 years old and over,4.03943006365988,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,65 years old and over,5.51278054828332,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Female,65 years old and over,4.116000000000001,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Female,65 years old and over,2.394768214050663,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,65 years old and over,5.723297036199981,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,65 years old and over,4.416999999999999,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Female,65 years old and over,5.7,Hours per day,2022,Sem Informação
Romania,Europe and Northern America,2012,Female,65 years old and over,5.000000000000001,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Female,65 years old and over,4.327674645401772,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Female,65 years old and over,5.042792250638481,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Female,65 years old and over,3.566,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Female,65 years old and over,3.594,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Female,65 years old and over,3.552999999999999,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Female,65 years old and over,4.032,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Female,65 years old and over,3.699018786599999,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Female,65 years old and over,2.7,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Male,65 years old and over,3.635824865330055,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Male,65 years old and over,1.886,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Male,65 years old and over,1.081446493637508,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Male,65 years old and over,1.424972222222222,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Male,65 years old and over,0.0663055555555555,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Male,65 years old and over,2.219278078659468,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Male,65 years old and over,0.9187897877733162,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Male,65 years old and over,3.274,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Male,65 years old and over,3.617999999999999,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Male,65 years old and over,1.013770663917186,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Male,65 years old and over,0.5666666666666668,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Male,65 years old and over,0.9,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Male,65 years old and over,3.291999999999999,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Male,65 years old and over,2.7999996667,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,65 years old and over,2.071921592993289,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Male,65 years old and over,2.0,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Male,65 years old and over,2.22,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Male,65 years old and over,2.33,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,65 years old and over,1.7,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,65 years old and over,1.4,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,65 years old and over,1.149741962095034,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Male,65 years old and over,2.859670220759412,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,65 years old and over,2.094070614664981,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Male,65 years old and over,2.145289874785098,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,65 years old and over,2.827600420636237,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Male,65 years old and over,1.730333333333333,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Male,65 years old and over,1.998886493174261,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Male,65 years old and over,4.191140401637192,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Male,65 years old and over,4.516,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Male,65 years old and over,2.85625663383607,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Male,65 years old and over,3.25,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Male,65 years old and over,4.3,Hours per day,2022,Sem Informação
Romania,Europe and Northern America,2012,Male,65 years old and over,3.466666666666666,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Male,65 years old and over,2.233675871408148,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Male,65 years old and over,3.349612332633218,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Male,65 years old and over,2.27,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Male,65 years old and over,2.412,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Male,65 years old and over,2.46,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Male,65 years old and over,2.677,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Male,65 years old and over,1.2081506814,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Male,65 years old and over,1.4,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,12 to 14 years old,2.240666666666667,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Male,12 to 14 years old,1.518,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Female,10 years old and over,4.042984349349577,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Female,10 years old and over,3.641176274114971,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Female,10 years old and over,3.631527777777778,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Female,10 years old and over,0.6182861111111111,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2000,Female,10 years old and over,3.508,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Female,10 years old and over,3.359,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Female,10 years old and over,4.816666666666666,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Female,10 years old and over,4.383333333333334,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Female,10 years old and over,3.787,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Female,10 years old and over,4.0166666666667,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Female,10 years old and over,3.87497296818113,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,10 years old and over,4.2,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,10 years old and over,3.316,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,10 years old and over,2.933333333333333,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,10 years old and over,3.998919979368026,Hours per day,2022,1.0
Pakistan,Central and Southern Asia,2007,Female,10 years old and over,4.5,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,10 years old and over,4.05,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Female,10 years old and over,4.3,Hours per day,2022,Sem Informação
Romania,Europe and Northern America,2012,Female,10 years old and over,4.2,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Male,10 years old and over,2.230436747727742,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Male,10 years old and over,1.149656083629071,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Male,10 years old and over,1.098136111111111,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Male,10 years old and over,0.20952,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2000,Male,10 years old and over,2.26,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Male,10 years old and over,2.335,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Male,10 years old and over,0.75,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Male,10 years old and over,0.7333333333333334,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Male,10 years old and over,2.395,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Male,10 years old and over,1.5333333333,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,10 years old and over,1.818853434614433,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,10 years old and over,1.366666666666667,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,10 years old and over,0.784,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,10 years old and over,0.85,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Male,10 years old and over,1.968597537884874,Hours per day,2022,1.0
Pakistan,Central and Southern Asia,2007,Male,10 years old and over,0.4333333333333334,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Male,10 years old and over,2.283,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Male,10 years old and over,1.7,Hours per day,2022,Sem Informação
Romania,Europe and Northern America,2012,Male,10 years old and over,2.033333333333334,Hours per day,2022,1.0
Costa Rica,Latin America and the Caribbean,2017,Female,12 years old and over,4.89346424232431,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,12 years old and over,6.875934118476594,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,12 years old and over,6.021058368962945,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,12 years old and over,6.227323027406136,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,12 years old and over,4.033333333333335,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Female,12 years old and over,4.549931850822333,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,12 years old and over,5.17813747306295,Hours per day,2022,1.0
Costa Rica,Latin America and the Caribbean,2017,Male,12 years old and over,1.972148851114194,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,12 years old and over,2.497634904804118,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Male,12 years old and over,2.333323698631834,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,12 years old and over,2.662915996453799,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Male,12 years old and over,1.783333333333333,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Male,12 years old and over,2.084541439198885,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Male,12 years old and over,1.983629730127431,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Female,15 years old and over,4.176882375857224,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Female,15 years old and over,4.875,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Female,15 years old and over,3.997892825445919,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Female,15 years old and over,3.4,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Female,15 years old and over,1.063947222222222,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Female,15 years old and over,0.23495,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Female,15 years old and over,5.067162462240179,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Female,15 years old and over,3.333873708922317,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Female,15 years old and over,3.668000000000001,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Female,15 years old and over,3.5,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Female,15 years old and over,4.156001803124646,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Female,15 years old and over,5.55,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Female,15 years old and over,4.899999999999999,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Female,15 years old and over,3.921999999999999,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Female,15 years old and over,4.233333333000001,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Female,15 years old and over,4.042689607112766,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Female,15 years old and over,5.090000000000001,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Female,15 years old and over,4.850000000000001,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Female,15 years old and over,4.68,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,15 years old and over,4.4,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,15 years old and over,3.5,Hours per day,2022,Sem Informação
